order_id;Date_and_time_of_unloading;Product_code;Amount;Sale_amount;Discount_amount;Profit;Percentage_markup;Discount_percentage
11613;10.06.2020 15:00:00;2014;1;300;;155;106,9;
11614;10.06.2020 15:00:00;2015;1;350;;180;105,88;
11615;10.06.2020 15:00:00;2016;2;341,05;18,95;161,69;90,15;5,26
11616;10.06.2020 15:00:00;2017;7;1318,95;81,05;625,11;90,09;5,79
11617;10.06.2020 15:00:00;2020;2,5;1939,22;460,78;679,22;53,91;19,2
11618;10.06.2020 15:00:00;2023;2;663;77;319;92,73;10,41
11619;10.06.2020 15:00:00;2031;0,25;220;;121,25;122,78;
11620;10.06.2020 15:00:00;2056;2;675;225;204;43,31;25
11621;10.06.2020 15:00:00;2080;1;415;105;136;48,75;20,19
11622;10.06.2020 15:00:00;2088;0,25;55,74;84,26;-9,26;-14,25;60,19
11623;10.06.2020 15:00:00;2092;7;2728,83;631,17;1341,15;96,65;18,78
11624;10.06.2020 15:00:00;2095;2;1200;;611,8;104,01;
11625;10.06.2020 15:00:00;2104;4;800;;800;;
11626;10.06.2020 15:00:00;2114;1;195,56;24,44;95,56;95,56;11,11
11627;10.06.2020 15:00:00;2132;1;380;;230;153,33;
11628;10.06.2020 15:00:00;2136;1;467,6;52,4;179,49;62,3;10,08
11629;10.06.2020 15:00:00;2140;1;350;;350;;
11630;10.06.2020 15:00:00;2151;2;262,98;397,02;-77,02;-22,65;60,15
11631;10.06.2020 15:00:00;2159;3;850,93;139,07;409,93;92,95;14,05
11632;10.06.2020 15:00:00;2161;1;278,41;71,59;111,41;66,71;20,45
11633;10.06.2020 15:00:00;2168;1,5;1590;30;742,5;87,61;1,85
11634;10.06.2020 15:00:00;2197;1;280;;155;124;
11635;10.06.2020 15:00:00;2199;8;3731,91;748,09;1971,91;112,04;16,7
11636;10.06.2020 15:00:00;2201;1;300;;150;100;
11637;10.06.2020 15:00:00;2207;1;250;30;140;127,27;10,71
11638;10.06.2020 15:00:00;2210;0,5;1,76;298,24;-148,24;-98,83;99,41
11639;10.06.2020 15:00:00;2212;0,5;380;100;146;62,39;20,83
11640;10.06.2020 15:00:00;2223;1;405;45;164;68,05;10
11641;10.06.2020 15:00:00;2228;3,5;1978,41;121,59;1097,58;124,61;5,79
11642;10.06.2020 15:00:00;2229;2;810;90;810;;10
11643;10.06.2020 15:00:00;2230;4,75;1970,68;309,32;1029,04;109,28;13,57
11644;10.06.2020 15:00:00;2232;3;753,15;26,85;363,15;93,12;3,44
11645;10.06.2020 15:00:00;2236;6,5;6384,82;1935,18;1867,32;41,34;23,26
11646;10.06.2020 15:00:00;2245;2;1104,33;195,67;392,33;55,1;15,05
11647;10.06.2020 15:00:00;2248;1;335;85;105;45,65;20,24
11648;10.06.2020 15:00:00;2250;1;335;85;105;45,65;20,24
11649;10.06.2020 15:00:00;2252;1;557,5;62,5;216,5;63,49;10,08
11650;10.06.2020 15:00:00;2254;1;557,5;62,5;216,5;63,49;10,08
11651;10.06.2020 15:00:00;2260;1;360;90;121;50,63;20
11652;10.06.2020 15:00:00;2268;1;420;;194;85,84;
11653;10.06.2020 15:00:00;2276;0,75;650;100;257,75;65,71;13,33
11654;10.06.2020 15:00:00;2277;0,75;692,5;147,5;287,5;70,99;17,56
11655;10.06.2020 15:00:00;2278;5;4747,53;252,47;2132,53;81,55;5,05
11656;10.06.2020 15:00:00;2280;2,5;2228,47;571,53;745,97;50,32;20,41
11657;10.06.2020 15:00:00;2281;0,25;0,71;119,29;-35,54;-98,04;99,41
11658;10.06.2020 15:00:00;2283;12,25;5288,62;591,38;3451,12;187,82;10,06
11659;10.06.2020 15:00:00;2293;0,25;124,78;15,22;72,28;137,68;10,87
11660;10.06.2020 15:00:00;2294;0,25;135;15;57,5;74,19;10
11661;10.06.2020 15:00:00;2296;1;3,2;346,8;-186,8;-98,32;99,09
11662;10.06.2020 15:00:00;2299;1;240;60;105;77,78;20
11663;10.06.2020 15:00:00;2301;2;1696;144;756;80,43;7,83
11664;10.06.2020 15:00:00;2302;3,5;6249,39;750,61;1874,39;42,84;10,72
11665;10.06.2020 15:00:00;2304;5;2472,34;277,66;897,34;56,97;10,1
11666;10.06.2020 15:00:00;2308;1;555;65;200;56,34;10,48
11667;10.06.2020 15:00:00;2309;4;2225,58;254,42;785,58;54,55;10,26
11668;10.06.2020 15:00:00;2310;1;495;55;190;62,3;10
11669;10.06.2020 15:00:00;2311;2;1045;55;435;71,31;5
11670;10.06.2020 15:00:00;2312;5;1539,73;210,27;789,73;105,3;12,02
11671;11.06.2020 17:00:00;129;2;595;105;237;66,2;15
11672;11.06.2020 17:00:00;133;2;680;80;304;80,85;10,53
11673;11.06.2020 17:00:00;211;1;650;;303,5;87,59;
11674;11.06.2020 17:00:00;216;1;230;;229;22900;
11675;11.06.2020 17:00:00;294;1;384,98;165,02;85,98;28,76;30
11676;11.06.2020 17:00:00;296;2;360;;172,38;91,88;
11677;11.06.2020 17:00:00;299;1;160;20;70,32;78,41;11,11
11678;11.06.2020 17:00:00;334;5,9;2505,63;90,37;1398,68;126,35;3,48
11679;11.06.2020 17:00:00;356;2;600;;447;292,16;
11680;11.06.2020 17:00:00;358;1;270;30;177,04;190,45;10
11681;11.06.2020 17:00:00;364;1;244,98;105,02;109,98;81,47;30,01
11682;11.06.2020 17:00:00;380;3;870;30;420;93,33;3,33
11683;11.06.2020 17:00:00;381;2;570;30;364;176,7;5
11684;11.06.2020 17:00:00;386;1;395;25;181;84,58;5,95
11685;11.06.2020 17:00:00;440;1;1049,94;450,06;411,94;64,57;30
11686;11.06.2020 17:00:00;441;1;1049,94;450,06;423,54;67,61;30
11687;11.06.2020 17:00:00;466;1;330;;170;106,25;
11688;11.06.2020 17:00:00;483;1;700;;331,84;90,13;
11689;11.06.2020 17:00:00;519;1;200;;200;;
11690;11.06.2020 17:00:00;520;6;1424,99;75,01;734,99;106,52;5
11691;11.06.2020 17:00:00;566;15;3275;25;1584,65;93,75;0,76
11692;11.06.2020 17:00:00;578;5,5;4800;40;2572,5;115,49;0,83
11693;11.06.2020 17:00:00;579;1;583,6;66,4;277,6;90,72;10,22
11694;11.06.2020 17:00:00;591;1;150;;97,5;185,71;
11695;11.06.2020 17:00:00;592;4;880;;429,24;95,23;
11696;11.06.2020 17:00:00;603;1;240;;19;8,6;
11697;11.06.2020 17:00:00;637;11,25;7504,9;145,1;4568,65;155,59;1,9
11698;11.06.2020 17:00:00;643;1;188,99;81,01;41,99;28,56;30
11699;11.06.2020 17:00:00;653;4;1320;;787,2;147,75;
11700;11.06.2020 17:00:00;674;1;280;70;100;55,56;20
11701;11.06.2020 17:00:00;677;1,75;1224;36;672,75;122,04;2,86
11702;11.06.2020 17:00:00;681;2;940;;436;86,51;
11703;11.06.2020 17:00:00;717;5;1225;25;1225;;2
11704;11.06.2020 17:00:00;812;1;280;;145;107,41;
11705;11.06.2020 17:00:00;827;1;400;100;147,28;58,28;20
11706;11.06.2020 17:00:00;898;2;664,21;35,79;664,21;;5,11
11707;11.06.2020 17:00:00;899;2;576,92;123,08;576,92;;17,58
11708;11.06.2020 17:00:00;965;2;448,72;51,28;218,72;95,1;10,26
11709;11.06.2020 17:00:00;1012;6,75;3434,53;615,47;1544,53;81,72;15,2
11710;11.06.2020 17:00:00;1017;1,75;778,31;61,69;457,48;142,59;7,34
11711;11.06.2020 17:00:00;1057;1;251,4;28,6;95,4;61,15;10,21
11712;11.06.2020 17:00:00;1092;14;3148,92;1051,08;1328,92;73,02;25,03
11713;11.06.2020 17:00:00;1146;6,5;3410,01;229,99;1980,01;138,46;6,32
11714;11.06.2020 17:00:00;1254;1;315;35;147;87,5;10
11715;11.06.2020 17:00:00;1268;1;270;;130;92,86;
11716;11.06.2020 17:00:00;1275;1;350;;175;100;
11717;11.06.2020 17:00:00;1317;3;660;;346,6;110,59;
11718;11.06.2020 17:00:00;1398;1;405;45;158;63,97;10
11719;11.06.2020 17:00:00;1446;2,75;1805;175;911,25;101,96;8,84
11720;11.06.2020 17:00:00;1501;3;1680;420;735;77,78;20
11721;11.06.2020 17:00:00;1503;1;300;;165;122,22;
11722;11.06.2020 17:00:00;1564;4,5;3437,69;162,31;1637,69;90,98;4,51
11723;11.06.2020 17:00:00;1594;6,5;3640,86;779,14;1944,36;114,61;17,63
11724;11.06.2020 17:00:00;1651;1;380;;184;93,88;
11725;11.06.2020 17:00:00;1733;2,25;1207,63;52,37;757,63;168,36;4,16
11726;11.06.2020 17:00:00;1783;1;315;35;138;77,97;10
11727;11.06.2020 17:00:00;1823;3;522;18;240,57;85,48;3,33
11728;11.06.2020 17:00:00;1848;1;450;;207;85,19;
11729;11.06.2020 17:00:00;1850;1;335,7;84,3;107,7;47,24;20,07
11730;11.06.2020 17:00:00;1852;3;1243,98;316,02;409,98;49,16;20,26
11731;11.06.2020 17:00:00;1853;1;363,98;156,02;86,98;31,4;30
11732;11.06.2020 17:00:00;1863;2;640;;380,8;146,91;
11733;11.06.2020 17:00:00;1868;1;2659,84;1140,16;471,48;21,54;30
11734;11.06.2020 17:00:00;1886;1;380;;183;92,89;
11735;11.06.2020 17:00:00;1901;2;510;30;240;88,89;5,56
11736;11.06.2020 17:00:00;1947;3;393;267;72,63;22,67;40,45
11737;11.06.2020 17:00:00;1975;1;400;;193;93,24;
11738;11.06.2020 17:00:00;1980;2;440;;227,6;107,16;
11739;11.06.2020 17:00:00;1988;1;380;;185;94,87;
11740;11.06.2020 17:00:00;2004;1;280;;160;133,33;
11741;11.06.2020 17:00:00;2005;1;260;;150;136,36;
11742;11.06.2020 17:00:00;2006;1;260;70;100;62,5;21,21
11743;11.06.2020 17:00:00;2016;5;869,02;30,98;420,62;93,8;3,44
11744;11.06.2020 17:00:00;2017;6;1160;40;565,28;95,05;3,33
11745;11.06.2020 17:00:00;2020;4;1911,55;1928,45;-104,45;-5,18;50,22
11746;11.06.2020 17:00:00;2022;1;350;;172;96,63;
11747;11.06.2020 17:00:00;2036;1;350;;182;108,33;
11748;11.06.2020 17:00:00;2069;1;519,54;130,46;162,54;45,53;20,07
11749;11.06.2020 17:00:00;2088;6;3022,4;337,6;1462,4;93,74;10,05
11750;11.06.2020 17:00:00;2094;3;870;30;434,8;99,91;3,33
11751;11.06.2020 17:00:00;2095;1;600;;294;96,08;
11752;11.06.2020 17:00:00;2104;5;819,97;180,03;819,97;;18
11753;11.06.2020 17:00:00;2136;1;363,98;156,02;75,87;26,33;30
11754;11.06.2020 17:00:00;2151;1;310;20;140;82,35;6,06
11755;11.06.2020 17:00:00;2164;4;925;75;415,24;81,46;7,5
11756;11.06.2020 17:00:00;2168;0,25;256,06;13,94;114,81;81,28;5,16
11757;11.06.2020 17:00:00;2180;1;380;100;127,28;50,36;20,83
11758;11.06.2020 17:00:00;2212;1,75;1641,99;38,01;822,99;100,49;2,26
11759;11.06.2020 17:00:00;2214;1;330;;174;111,54;
11760;11.06.2020 17:00:00;2228;3,75;2084,48;165,52;1140,71;120,87;7,36
11761;11.06.2020 17:00:00;2229;3;1350;;1350;;
11762;11.06.2020 17:00:00;2230;3,75;1785;15;1041,6;140,11;0,83
11763;11.06.2020 17:00:00;2232;1;260;;130;100;
11764;11.06.2020 17:00:00;2234;0,75;734,95;315,05;92,95;14,48;30
11765;11.06.2020 17:00:00;2236;2,25;2492,96;387,04;929,21;59,42;13,44
11766;11.06.2020 17:00:00;2239;1,5;1510;110;646;74,77;6,79
11767;11.06.2020 17:00:00;2245;1;454,63;195,37;98,63;27,71;30,06
11768;11.06.2020 17:00:00;2248;2;755;85;295;64,13;10,12
11769;11.06.2020 17:00:00;2253;1;594,52;255,48;131,52;28,41;30,06
11770;11.06.2020 17:00:00;2254;1;555;65;214;62,76;10,48
11771;11.06.2020 17:00:00;2259;1;363,71;156,29;82,71;29,43;30,06
11772;11.06.2020 17:00:00;2261;1;363,71;156,29;80,71;28,52;30,06
11773;11.06.2020 17:00:00;2265;1;363,98;156,02;80,98;28,61;30
11774;11.06.2020 17:00:00;2270;1;850;;380;80,85;
11775;11.06.2020 17:00:00;2274;1;209,99;90,01;59,99;39,99;30
11776;11.06.2020 17:00:00;2276;0,25;224,43;25,57;93,68;71,65;10,23
11777;11.06.2020 17:00:00;2277;0,25;220;60;85;62,96;21,43
11778;11.06.2020 17:00:00;2278;2,75;2362,07;387,93;923,82;64,23;14,11
11779;11.06.2020 17:00:00;2280;5;4828,22;771,78;1863,22;62,84;13,78
11780;11.06.2020 17:00:00;2281;1,75;656,98;183,02;403,23;158,91;21,79
11781;11.06.2020 17:00:00;2282;2;480;;300;166,67;
11782;11.06.2020 17:00:00;2293;4,5;2209,27;310,73;1264,27;133,79;12,33
11783;11.06.2020 17:00:00;2296;1;279,76;70,24;89,76;47,24;20,07
11784;11.06.2020 17:00:00;2298;7,75;4205;135;2500;146,63;3,11
11785;11.06.2020 17:00:00;2301;2,5;2122,96;177,04;947,96;80,68;7,7
11786;11.06.2020 17:00:00;2302;1;1699,96;300,04;449,96;36;15
11787;11.06.2020 17:00:00;2305;2;1399,4;600,6;241,4;20,85;30,03
11788;11.06.2020 17:00:00;2306;2;1399,92;600,08;241,92;20,89;30
11789;11.06.2020 17:00:00;2307;1;279,98;120,02;100,98;56,41;30,01
11790;11.06.2020 17:00:00;2311;1;550;;245;80,33;
11791;11.06.2020 17:00:00;2312;3;769,96;280,04;319,96;71,1;26,67
11792;12.06.2020 14:00:00;131;1;300;;154;105,48;
11793;12.06.2020 14:00:00;247;1;580;;247;74,17;
11794;12.06.2020 14:00:00;256;1;330;;158;91,86;
11795;12.06.2020 14:00:00;276;1;350;;190;118,75;
11796;12.06.2020 14:00:00;281;2;600;;300;100;
11797;12.06.2020 14:00:00;295;1;550;;252;84,56;
11798;12.06.2020 14:00:00;296;1;180;;86,19;91,88;
11799;12.06.2020 14:00:00;299;8;1245;195;527,56;73,53;13,54
11800;12.06.2020 14:00:00;364;1;350;;215;159,26;
11801;12.06.2020 14:00:00;365;1;300;;174;138,1;
11802;12.06.2020 14:00:00;380;1;268,97;31,03;118,97;79,31;10,34
11803;12.06.2020 14:00:00;466;2;660;;340;106,25;
11804;12.06.2020 14:00:00;519;1;200;;200;;
11805;12.06.2020 14:00:00;520;2;500;;270;117,39;
11806;12.06.2020 14:00:00;564;3,25;1460;100;731,35;100,37;6,41
11807;12.06.2020 14:00:00;566;5;1022,81;77,19;459,36;81,53;7,02
11808;12.06.2020 14:00:00;572;1;650;;252;63,32;
11809;12.06.2020 14:00:00;578;2,5;2130;70;1117,5;110,37;3,18
11810;12.06.2020 14:00:00;591;2;269,3;30,7;164,3;156,48;10,23
11811;12.06.2020 14:00:00;592;5;1050;50;486,55;86,35;4,55
11812;12.06.2020 14:00:00;637;5,25;3428,83;141,17;2058,58;150,23;3,95
11813;12.06.2020 14:00:00;643;2;511,28;28,72;217,28;73,9;5,32
11814;12.06.2020 14:00:00;717;1;250;;250;;
11815;12.06.2020 14:00:00;783;2;450;50;200;80;10
11816;12.06.2020 14:00:00;816;2;505,13;194,87;186,13;58,35;27,84
11817;12.06.2020 14:00:00;898;5;1679,47;70,53;1679,47;;4,03
11818;12.06.2020 14:00:00;899;2;665;35;665;;5
11819;12.06.2020 14:00:00;1012;1,75;975;75;485;98,98;7,14
11820;12.06.2020 14:00:00;1017;1;453,75;26,25;270,43;147,52;5,47
11821;12.06.2020 14:00:00;1039;1;220;;107,31;95,23;
11822;12.06.2020 14:00:00;1092;5;1380;120;730;112,31;8
11823;12.06.2020 14:00:00;1146;5,25;2780,49;159,51;1625,49;140,74;5,43
11824;12.06.2020 14:00:00;1217;1;160,31;19,69;79,48;98,33;10,94
11825;12.06.2020 14:00:00;1317;6;1225;95;587,8;92,25;7,2
11826;12.06.2020 14:00:00;1414;1;650;;271;71,5;
11827;12.06.2020 14:00:00;1446;5,75;3632,62;507,38;1763,87;94,39;12,26
11828;12.06.2020 14:00:00;1503;2;554,55;45,45;284,55;105,39;7,58
11829;12.06.2020 14:00:00;1564;3,5;2658,72;141,28;1258,72;89,91;5,05
11830;12.06.2020 14:00:00;1594;4;2631,49;88,51;1587,49;152,06;3,25
11831;12.06.2020 14:00:00;1728;2;590;70;270;84,38;10,61
11832;12.06.2020 14:00:00;1733;5,5;2874,4;205,6;1774,4;161,31;6,68
11833;12.06.2020 14:00:00;1823;3;500;40;218,57;77,66;7,41
11834;12.06.2020 14:00:00;1828;1;380;;144;61,02;
11835;12.06.2020 14:00:00;1849;2;860;;388;82,2;
11836;12.06.2020 14:00:00;1850;2;692,31;147,69;236,31;51,82;17,58
11837;12.06.2020 14:00:00;1947;4;720;160;292,84;68,56;18,18
11838;12.06.2020 14:00:00;2005;1;260;;150;136,36;
11839;12.06.2020 14:00:00;2006;1;330;;170;106,25;
11840;12.06.2020 14:00:00;2016;4;660;60;301,28;83,99;8,33
11841;12.06.2020 14:00:00;2017;3;580;20;282,64;95,05;3,33
11842;12.06.2020 14:00:00;2023;6;2220;;1188;115,12;
11843;12.06.2020 14:00:00;2058;1;440;;198;81,82;
11844;12.06.2020 14:00:00;2088;8,25;4215;405;2070;96,5;8,77
11845;12.06.2020 14:00:00;2113;1;200;;110;122,22;
11846;12.06.2020 14:00:00;2151;1;295;35;125;73,53;10,61
11847;12.06.2020 14:00:00;2159;1;260;70;113;76,87;21,21
11848;12.06.2020 14:00:00;2164;5;1224;26;586,8;92,09;2,08
11849;12.06.2020 14:00:00;2168;0,25;240;30;98,75;69,91;11,11
11850;12.06.2020 14:00:00;2204;1;300;;160;114,29;
11851;12.06.2020 14:00:00;2206;1;250;30;140;127,27;10,71
11852;12.06.2020 14:00:00;2212;4;3567,9;272,1;1695,9;90,59;7,09
11853;12.06.2020 14:00:00;2216;1;318,64;81,36;116,64;57,74;20,34
11854;12.06.2020 14:00:00;2220;2;557,32;102,68;235,32;73,08;15,56
11855;12.06.2020 14:00:00;2228;2;1168,97;31,03;665,63;132,24;2,59
11856;12.06.2020 14:00:00;2229;1;450;;450;;
11857;12.06.2020 14:00:00;2230;3;1373,08;66,92;778,36;130,88;4,65
11858;12.06.2020 14:00:00;2232;1;230;30;100;76,92;11,54
11859;12.06.2020 14:00:00;2236;1;1147,59;132,41;452,59;65,12;10,34
11860;12.06.2020 14:00:00;2239;4,25;4480,02;109,98;2032,02;83,01;2,4
11861;12.06.2020 14:00:00;2276;2;1925;75;879;84,03;3,75
11862;12.06.2020 14:00:00;2277;0,25;280;;145;107,41;
11863;12.06.2020 14:00:00;2279;1;250;;139;125,23;
11864;12.06.2020 14:00:00;2280;2,25;2377,05;142,95;1042,8;78,16;5,67
11865;12.06.2020 14:00:00;2281;1;442,37;37,63;297,37;205,08;7,84
11866;12.06.2020 14:00:00;2282;2;440;;260;144,44;
11867;12.06.2020 14:00:00;2284;2;1600;;895;126,95;
11868;12.06.2020 14:00:00;2293;4;2120;120;1280;152,38;5,36
11869;12.06.2020 14:00:00;2298;2;1031,92;88,08;591,92;134,53;7,86
11870;12.06.2020 14:00:00;2299;1;285;15;150;111,11;5
11871;12.06.2020 14:00:00;2301;1,25;1080,71;69,29;493,21;83,95;6,03
11872;12.06.2020 14:00:00;2302;1;1798,31;201,69;548,31;43,86;10,08
11873;12.06.2020 14:00:00;2304;1;550;;235;74,6;
11874;12.06.2020 14:00:00;2312;4;907,69;492,31;307,69;51,28;35,17
11875;13.06.2020 21:00:00;220;1;350;150;84,5;31,83;30
11876;13.06.2020 21:00:00;281;1;300;;150;100;
11877;13.06.2020 21:00:00;364;1;350;;215;159,26;
11878;13.06.2020 21:00:00;380;3;869,32;30,68;419,32;93,18;3,41
11879;13.06.2020 21:00:00;381;2;569,44;30,56;363,44;176,43;5,09
11880;13.06.2020 21:00:00;464;1;268,87;31,13;138,87;106,82;10,38
11881;13.06.2020 21:00:00;483;1;630;70;261,84;71,12;10
11882;13.06.2020 21:00:00;530;1;230;;122;112,96;
11883;13.06.2020 21:00:00;564;5,5;2561,63;78,37;1328,53;107,74;2,97
11884;13.06.2020 21:00:00;578;3;2495;145;1280;105,35;5,49
11885;13.06.2020 21:00:00;579;1;455;195;149;48,69;30
11886;13.06.2020 21:00:00;591;3;450;;292,5;185,71;
11887;13.06.2020 21:00:00;592;1;220;;107,31;95,23;
11888;13.06.2020 21:00:00;637;3,75;2495;55;1516,25;154,92;2,16
11889;13.06.2020 21:00:00;717;3;750;;750;;
11890;13.06.2020 21:00:00;812;5;1007,28;392,72;332,28;49,23;28,05
11891;13.06.2020 21:00:00;816;2;504,6;195,4;190,6;60,7;27,91
11892;13.06.2020 21:00:00;898;1;350;;350;;
11893;13.06.2020 21:00:00;899;1;350;;350;;
11894;13.06.2020 21:00:00;1017;1,25;552,4;47,6;323,24;141,05;7,93
11895;13.06.2020 21:00:00;1039;1;175;45;62,31;55,29;20,45
11896;13.06.2020 21:00:00;1069;2;418;22;192,62;85,46;5
11897;13.06.2020 21:00:00;1092;14;3360;840;1540;84,62;20
11898;13.06.2020 21:00:00;1146;1,25;640;60;365;132,73;8,57
11899;13.06.2020 21:00:00;1217;1;180;;99,17;122,69;
11900;13.06.2020 21:00:00;1309;2;1350;150;506;59,95;10
11901;13.06.2020 21:00:00;1446;1,25;817;83;410,75;101,11;9,22
11902;13.06.2020 21:00:00;1503;3;809,58;90,42;404,58;99,9;10,05
11903;13.06.2020 21:00:00;1562;1;315;35;115;57,5;10
11904;13.06.2020 21:00:00;1564;3,75;2958,12;41,88;1458,12;97,21;1,4
11905;13.06.2020 21:00:00;1594;0,5;322,8;17,2;192,3;147,36;5,06
11906;13.06.2020 21:00:00;1728;2;525;135;205;64,06;20,45
11907;13.06.2020 21:00:00;1733;2,75;1510;30;960;174,55;1,95
11908;13.06.2020 21:00:00;1823;1;180;;86,19;91,88;
11909;13.06.2020 21:00:00;1947;2;395;45;181,42;84,94;10,23
11910;13.06.2020 21:00:00;2016;3;503,38;36,62;234,34;87,1;6,78
11911;13.06.2020 21:00:00;2017;8;1478,62;121,38;685,66;86,47;7,59
11912;13.06.2020 21:00:00;2023;2;627,62;112,38;283,62;82,45;15,19
11913;13.06.2020 21:00:00;2088;1;440;120;180;69,23;21,43
11914;13.06.2020 21:00:00;2089;0,9;890;55;566;174,69;5,82
11915;13.06.2020 21:00:00;2159;2;520;140;236;83,1;21,21
11916;13.06.2020 21:00:00;2160;1;279,51;70,49;103,51;58,81;20,14
11917;13.06.2020 21:00:00;2185;1;359,38;90,62;121,78;51,25;20,14
11918;13.06.2020 21:00:00;2204;1;300;;160;114,29;
11919;13.06.2020 21:00:00;2207;1;280;;170;154,55;
11920;13.06.2020 21:00:00;2212;1,25;1151,27;48,73;566,27;96,8;4,06
11921;13.06.2020 21:00:00;2215;1;314,58;35,42;130,58;70,97;10,12
11922;13.06.2020 21:00:00;2220;2;520;140;198;61,49;21,21
11923;13.06.2020 21:00:00;2225;1;240;60;105;77,78;20
11924;13.06.2020 21:00:00;2227;1;300;;165;122,22;
11925;13.06.2020 21:00:00;2229;1;450;;450;;
11926;13.06.2020 21:00:00;2230;1;450;30;251,76;127;6,25
11927;13.06.2020 21:00:00;2236;1,25;1568;32;699,25;80,49;2
11928;13.06.2020 21:00:00;2239;0,75;780;30;348;80,56;3,7
11929;13.06.2020 21:00:00;2247;1;415,4;104,6;137,4;49,42;20,12
11930;13.06.2020 21:00:00;2270;1;595;255;125;26,6;30
11931;13.06.2020 21:00:00;2271;6;1261,54;118,46;661,54;110,26;8,58
11932;13.06.2020 21:00:00;2276;1,25;1123,51;126,49;469,76;71,86;10,12
11933;13.06.2020 21:00:00;2277;1;1032,73;87,27;492,73;91,25;7,79
11934;13.06.2020 21:00:00;2279;1;199,66;50,34;88,66;79,87;20,14
11935;13.06.2020 21:00:00;2281;1;470;10;325;224,14;2,08
11936;13.06.2020 21:00:00;2284;2,25;1759,25;40,75;966,12;121,81;2,26
11937;13.06.2020 21:00:00;2293;4,75;2219;441;1221,5;122,46;16,58
11938;13.06.2020 21:00:00;2298;1,25;578,85;121,15;303,85;110,49;17,31
11939;13.06.2020 21:00:00;2299;1;239,58;60,42;104,58;77,47;20,14
11940;13.06.2020 21:00:00;2301;4;3557,95;122,05;1677,95;89,25;3,32
11941;13.06.2020 21:00:00;2308;1;401,13;218,87;46,13;12,99;35,3
11942;13.06.2020 21:00:00;2311;1;495;55;190;62,3;10
11943;14.06.2020 21:00:00;132;3;1015;35;478;89,01;3,33
11944;14.06.2020 21:00:00;133;1;300;80;112;59,57;21,05
11945;14.06.2020 21:00:00;276;1;350;;190;118,75;
11946;14.06.2020 21:00:00;281;1;270;30;120;80;10
11947;14.06.2020 21:00:00;299;4;620;100;261,28;72,84;13,89
11948;14.06.2020 21:00:00;358;1;300;;207,04;222,72;
11949;14.06.2020 21:00:00;364;1;350;;215;159,26;
11950;14.06.2020 21:00:00;365;2;569,32;30,68;317,32;125,92;5,11
11951;14.06.2020 21:00:00;381;1;270;30;167;162,14;10
11952;14.06.2020 21:00:00;519;2;368,75;31,25;368,75;;7,81
11953;14.06.2020 21:00:00;520;2;399,12;100,88;169,12;73,53;20,18
11954;14.06.2020 21:00:00;564;10,75;5070;90;2659,85;110,36;1,74
11955;14.06.2020 21:00:00;578;2;1665,56;94,44;855,56;105,62;5,37
11956;14.06.2020 21:00:00;591;1;150;;97,5;185,71;
11957;14.06.2020 21:00:00;592;1;195;25;82,31;73,04;11,36
11958;14.06.2020 21:00:00;637;3,25;2069,8;140,2;1221,55;144,01;6,34
11959;14.06.2020 21:00:00;643;2;495;45;201;68,37;8,33
11960;14.06.2020 21:00:00;653;5;1650;;984;147,75;
11961;14.06.2020 21:00:00;674;1;350;;170;94,44;
11962;14.06.2020 21:00:00;717;3;723,79;26,21;723,79;;3,49
11963;14.06.2020 21:00:00;812;3;840;;435;107,41;
11964;14.06.2020 21:00:00;816;1;277,94;72,06;120,94;77,03;20,59
11965;14.06.2020 21:00:00;827;1;400;100;147,28;58,28;20
11966;14.06.2020 21:00:00;898;1;350;;350;;
11967;14.06.2020 21:00:00;899;1;350;;350;;
11968;14.06.2020 21:00:00;965;1;210;40;95;82,61;16
11969;14.06.2020 21:00:00;1017;1,5;685;35;410,01;149,1;4,86
11970;14.06.2020 21:00:00;1019;0,5;440;;282,5;179,37;
11971;14.06.2020 21:00:00;1039;3;536,69;123,31;198,62;58,75;18,68
11972;14.06.2020 21:00:00;1069;2;351,69;88,31;126,31;56,04;20,07
11973;14.06.2020 21:00:00;1092;2;524,32;75,68;264,32;101,66;12,61
11974;14.06.2020 21:00:00;1217;1;140;40;59,17;73,2;22,22
11975;14.06.2020 21:00:00;1254;1;280;70;112;66,67;20
11976;14.06.2020 21:00:00;1446;0,75;500;40;256,25;105,13;7,41
11977;14.06.2020 21:00:00;1501;1;560;140;245;77,78;20
11978;14.06.2020 21:00:00;1564;2;1537,41;62,59;737,41;92,18;3,91
11979;14.06.2020 21:00:00;1594;5,75;3477,4;432,6;1976,65;131,71;11,06
11980;14.06.2020 21:00:00;1668;1;550;;262;90,97;
11981;14.06.2020 21:00:00;1733;1,75;889,36;90,64;539,36;154,1;9,25
11982;14.06.2020 21:00:00;1790;1;670;;323,5;93,36;
11983;14.06.2020 21:00:00;1809;1;300;;162;117,39;
11984;14.06.2020 21:00:00;1821;1;167,61;112,39;17,61;11,74;40,14
11985;14.06.2020 21:00:00;1823;5;860;40;390,95;83,35;4,44
11986;14.06.2020 21:00:00;1863;1;270,97;49,03;141,37;109,08;15,32
11987;14.06.2020 21:00:00;1947;1;131,69;88,31;24,9;23,32;40,14
11988;14.06.2020 21:00:00;1979;1;254,03;45,97;139,15;121,13;15,32
11989;14.06.2020 21:00:00;1999;0,5;249,44;30,56;149,44;149,44;10,91
11990;14.06.2020 21:00:00;2007;0,5;220;60;90;69,23;21,43
